persona_id,nombre,familia,pais,n_conexiones,n_matched,n_unmatched,n_conyuges,n_parejas,n_padres,n_hijos,n_cross_family,n_cross_country,familias_conectadas,paises_conectados
4570,María Teresa Torterolo,podestá,uruguay,11,11,0,1,0,5,5,0,9,,argentina
4276,Manuel Antonio José Warnes,garcía_de_zúñiga,colombia,9,9,0,1,0,4,4,5,9,warnes,"argentina, chile"
2677,Hernán Cortés,moctezuma,colombia,8,6,2,1,2,3,2,2,6,pizarro,"chile, mexico"
1499,Dora Varona,alegría,chile,6,5,1,1,0,3,2,0,5,,peru
5854,Simón Bolívar,bolívar,colombia,5,5,0,1,1,2,1,5,5,palacios_venezuela,"ecuador, venezuela"
437,Ana Jacoba García de Zúñiga,warnes,argentina,11,11,0,1,0,6,4,5,4,garcía_de_zúñiga,"chile, colombia"
4217,Luisa Garmendia,cruz_chile,argentina,6,4,2,1,0,3,2,1,4,bulnes,chile
4814,Matilde Ibáñez Tálice,saavedra,argentina,5,4,1,1,0,2,2,0,4,,uruguay
415,Amenodoro Urdaneta,parís,colombia,4,4,0,0,0,2,2,2,4,urdaneta,venezuela
3968,Leonor Cortés Moctezuma,pizarro,chile,4,4,0,1,0,2,1,4,4,moctezuma,"colombia, mexico"
3750,Juan Vicente Bolívar y Ponte,palacios_venezuela,venezuela,12,10,2,1,0,6,5,8,3,"bolívar, toro_venezuela","chile, colombia"
5311,Pedro Podestá,podestá,argentina,11,11,0,1,0,5,5,0,3,,uruguay
1467,Dolores Vargas París,urdaneta,venezuela,8,8,0,1,0,4,3,7,3,parís,colombia
589,Antonio José de Sucre,sucre,colombia,6,3,3,2,1,2,1,0,3,,"ecuador, venezuela"
1609,Elisa Alicia Lynch,lópez_carrillo,argentina,6,3,3,1,1,3,1,0,3,,paraguay
848,Blanca Luz Brum,miró_quesada,uruguay,5,3,2,3,0,1,1,0,3,,"mexico, peru"
1100,Carolina Mestrovic,velasco_chile,argentina,5,3,2,2,1,1,1,0,3,,"chile, venezuela"
4097,Luis Caycedo y Flórez,caicedo,peru,5,3,2,1,0,2,2,1,3,sanz_de_santamaría,colombia
4218,Luisa Garmendia,pinto_chile,argentina,5,3,2,1,0,2,2,3,3,"bulnes, cruz_chile",chile
4605,Marcelo Oxenford,frayssinet,argentina,5,4,1,1,0,2,2,0,3,,peru
837,Bertha Puga,camargo,chile,4,4,0,1,0,1,2,0,3,,colombia
1439,Diego Portales y Meneses,portales,peru,4,3,1,2,0,2,0,0,3,,chile
2096,Fernando María Campero Barragán,campero,bolivia,4,3,1,1,0,1,2,0,3,,argentina
2771,Ignacio José de Lizarzaburu,borja,colombia,4,3,1,1,0,2,1,0,3,,ecuador
4765,Martín Cortés Zúñiga,moctezuma,mexico,4,3,1,1,0,1,2,1,3,pizarro,"chile, colombia"
4815,Matilde Ibáñez Tálice,batlle,argentina,4,3,1,1,0,1,2,3,3,saavedra,uruguay
5057,Nicolás Sanz de Santamaría,prieto,chile,4,3,1,1,0,2,1,3,3,galeano,colombia
3689,Juan Manuel Grau y Berrío,grau,colombia,3,3,0,0,0,1,2,0,3,,peru
4580,María de la Concepción Palacios y Blanco,palacios_venezuela,venezuela,11,11,0,1,0,5,5,10,2,"bolívar, toro_venezuela",colombia
2094,Fernando Luján,soler,mexico,8,8,0,1,0,2,5,0,2,,argentina
1276,Consuelo Lleras Puga,camargo,colombia,6,5,1,1,0,2,3,0,2,,chile
4464,Manuela Warnes,warnes,chile,6,6,0,3,0,2,1,2,2,garcía_de_zúñiga,"argentina, colombia"
5425,Rafael Bielsa (jurista),bielsa,argentina,6,3,3,1,0,2,3,2,2,"groot, pardo",colombia
187,Alberto Lleras Puga,camargo,colombia,5,5,0,1,0,2,2,0,2,,chile
1343,Daniel Florencio O'Leary,ospina,colombia,5,2,3,1,0,3,1,0,2,,venezuela
2321,Francisco Sanz de Santamaría,galeano,colombia,5,4,1,1,0,1,3,2,2,prieto,chile
3060,Jorge Batlle,saavedra,uruguay,5,5,0,1,0,2,2,1,2,batlle,argentina
3189,José Antonio de Lizarzaburu,borja,ecuador,5,2,3,1,0,3,1,0,2,,colombia
3428,José Podestá,podestá,uruguay,5,3,2,1,0,3,1,0,2,,argentina
4079,Luis Batlle Ibáñez,saavedra,uruguay,5,5,0,0,0,2,3,2,2,batlle,argentina
4463,Manuela Warnes,warnes,chile,5,5,0,1,0,3,1,3,2,garcía_de_zúñiga,"argentina, colombia"
4872,Mercedes Marín del Solar,claro_chile,chile,5,3,2,1,0,3,1,2,2,"del_carril, manrique","argentina, colombia"
4984,Misael Pastrana Pastrana,borrero,colombia,5,3,2,1,0,2,2,0,2,,argentina
5143,Pablo Neruda,del_carril,chile,5,3,2,3,0,1,1,0,2,,argentina
255,Alejandro Ciangherotti II,soler,argentina,4,4,0,0,0,2,2,0,2,,mexico
593,Antonio Leocadio Guzmán,blanco_venezuela,venezuela,4,2,2,1,0,2,1,0,2,,colombia
1152,Cecilia Alegría Varona,alegría,peru,4,4,0,0,0,2,2,0,2,,chile
1186,Christian Bach,pinal_hidalgo,argentina,4,2,2,1,1,1,1,0,2,,mexico
1471,Domingo Caycedo,caicedo,colombia,4,3,1,1,0,1,2,0,2,,peru
2073,Fernando Caycedo,caicedo,colombia,4,3,1,1,0,1,2,0,2,,peru
3186,José Antonio de Lavalle y Cortés,lavalle,argentina,4,2,2,0,0,3,1,0,2,,peru
3791,Juana Manuela Gorriti,zuviría,argentina,4,4,0,1,0,1,2,0,2,,bolivia
5957,Tilsa Lozano,vértiz,argentina,4,2,2,1,2,0,1,1,2,polar,peru
41,Ángel de Iturbide y Huarte,iturbide,chile,3,2,1,1,0,1,1,0,2,,mexico
254,Alejandro Ciangherotti,soler,argentina,3,3,0,1,0,0,2,0,2,,mexico
582,Antonio Guzmán Blanco,blanco_venezuela,colombia,3,2,1,1,0,1,1,0,2,,venezuela
808,Benjamín Vicuña,aylwin,chile,3,3,0,0,3,0,0,0,2,,argentina
845,Bigote Arrocet,velasco_chile,argentina,3,2,1,1,1,0,1,0,2,,chile
1153,Cecilia Alegría Varona,alegría,peru,3,3,0,0,0,2,1,0,2,,chile
2790,Ignacio Vargas,parís,colombia,3,2,1,1,0,1,1,2,2,urdaneta,venezuela
3201,José Bernardo Sáenz de Santamaría,galeano,colombia,3,2,1,1,0,1,1,2,2,prieto,chile
3526,Juan Agustín Bolívar,palacios_venezuela,chile,3,2,1,1,0,1,1,0,2,,venezuela
3683,Juan Manuel Fernández Campero,campero,argentina,3,2,1,1,0,1,1,0,2,,peru
3929,La Malinche,moctezuma,mexico,3,3,0,0,2,0,1,1,2,pizarro,colombia
4452,Manuel de Tezanos Pinto (constituyente),pinto_chile,argentina,3,2,1,1,0,1,1,1,2,garcía-huidobro,chile
4729,Mario Velasco,velasco_chile,chile,3,2,1,1,1,0,1,0,2,,argentina
4794,Martina Warnes,warnes,argentina,3,3,0,1,0,2,0,2,2,garcía_de_zúñiga,"colombia, uruguay"
4864,Mercedes Belzu,zuviría,bolivia,3,3,0,0,0,2,1,0,2,,argentina
4877,Mercedes Soler (actriz),soler,mexico,3,3,0,1,0,0,2,0,2,,argentina
4937,Miguel Grau,grau,peru,3,2,1,1,0,1,1,0,2,,colombia
5183,Paquita Vehil,bullrich,uruguay,3,2,1,0,0,1,2,0,2,,argentina
5832,Shakira,de_la_rúa,colombia,3,2,1,0,2,1,0,0,2,,argentina
299,Alessia Injoque,alegría,chile,2,2,0,0,0,1,1,0,2,,peru
383,Alonso Hernández Portocarrero,pizarro,colombia,2,2,0,1,1,0,0,2,2,moctezuma,mexico
384,Alonso III de Fonseca,ulloa,chile,2,2,0,0,0,1,1,0,2,,peru
881,César Zumeta,blanco_venezuela,venezuela,2,2,0,0,0,1,1,0,2,,colombia
2362,Francisco de Paula Andrade Troconis,troconis,venezuela,2,2,0,0,0,1,1,0,2,,colombia
4037,Lucía Dammert,alarco,chile,2,2,0,0,0,1,1,0,2,,peru
5863,Simona de Sucre Bravo,sucre,ecuador,2,2,0,0,0,1,1,0,2,,colombia
6139,Waldemar Méndez,subercaseaux,argentina,2,2,0,1,1,0,0,0,2,,chile
999,Carlos Menem,yoma,argentina,9,7,2,2,1,4,2,0,1,,chile
1551,Eduardo López Rivas,urdaneta,venezuela,9,7,2,1,0,4,4,1,1,bustamante,peru
2323,Francisco Solano López,lópez_carrillo,paraguay,9,9,0,0,3,2,4,0,1,,argentina
3752,Juan Vicente Podestá,podestá,argentina,9,9,0,1,0,4,4,0,1,,uruguay
1182,Che Guevara,guevara,argentina,8,7,1,2,1,2,3,0,1,,peru
2149,Flor Silvestre,aguilar,mexico,8,8,0,2,0,2,4,1,1,robles,peru
5812,Segundo Roca,paz,argentina,8,7,1,1,1,2,4,1,1,roca_y_rodríguez,peru
1196,Ciro Alegría,alegría,peru,7,6,1,1,0,3,3,0,1,,chile
1779,Che Guevara,guevara,argentina,7,6,1,2,1,3,1,0,1,,peru
2433,Gerónimo Podestá,podestá,argentina,7,7,0,0,0,4,3,0,1,,uruguay
2738,Huayna Cápac,pizarro,chile,7,5,2,1,0,1,5,1,1,tito,peru
2769,Ignacio Escudero y Valdivieso,eguiguren,peru,7,3,4,1,0,4,2,1,1,díaz_lombardo,mexico
2797,Ignacio de la Carrera y de las Cuevas,valdés_chile,chile,7,5,2,1,0,2,4,3,1,"acevedo_colombia, valdivieso",colombia
2178,Francisco Antonio Pinto,cruz_chile,chile,6,4,2,1,0,3,2,2,1,"bulnes, pinto_chile",argentina
2796,Ignacio de la Carrera y de las Cuevas,valdivieso,chile,6,4,2,1,0,1,4,2,1,"acevedo_colombia, valdés_chile",colombia
3799,Juana Tressols,bullrich,argentina,6,6,0,0,1,2,3,0,1,,uruguay
3912,Katja Alemann,alemann,argentina,6,5,1,1,1,2,2,1,1,sodi,mexico
4728,Mario Vargas Llosa,vargas_llosa,peru,6,5,1,1,1,2,2,0,1,,bolivia
4733,Marlene Dietrich,díaz_ceballos,mexico,6,2,4,1,3,1,1,1,1,onassis,argentina
4801,Matías Ramos Mejía,segurola,argentina,6,5,1,1,0,2,3,1,1,portales,chile
4875,Mercedes Ortiz de Rozas,ortiz_de_rozas,argentina,6,5,1,1,0,2,3,5,1,"echenique, garcía-mansilla",chile
5253,Pedro Bordaberry,bordaberry,uruguay,6,5,1,1,0,2,3,1,1,di_girolamo,chile
156,Alberto Baillères González,baillères,mexico,5,3,2,1,0,2,2,1,1,hales,chile
428,Aníbal Pinto,cruz_chile,chile,5,5,0,1,0,3,1,0,1,,argentina
551,Antonio Aguilar hijo,aguilar,mexico,5,5,0,1,0,2,2,1,1,borrero,colombia
1275,Consuelo Lleras Puga,carrizosa,colombia,5,4,1,1,0,3,1,4,1,camargo,chile
2125,Fernando Tola Mendoza,de_habich,peru,5,5,0,1,0,2,2,0,1,,argentina
2511,Gonzalo Revoredo,elías,peru,5,3,2,1,2,1,1,2,1,"caballero, neyra",colombia
2678,Hernán Cubillos,allamand,chile,5,4,1,1,0,2,2,1,1,saá,argentina
3191,José Ballivián,ballivián,bolivia,5,5,0,1,0,2,2,1,1,pinto_chile,chile
3239,José Elías Moreno,gonzález_de_cosío,mexico,5,4,1,1,0,2,2,1,1,elías,peru
3619,Juan Francisco Larraín Rojas,gandarillas,chile,5,4,1,1,0,2,2,1,1,borja,colombia
3816,Julita Astaburuaga,claro_chile,chile,5,4,1,1,0,1,3,2,1,"mazuera, vicuña",colombia
4078,Luis Batlle Berres,saavedra,uruguay,5,3,2,1,0,2,2,1,1,batlle,argentina
4453,Manuel de Tezanos Pinto (político),pinto_chile,argentina,5,4,1,1,0,1,3,2,1,"eder, sánchez_de_bustamante",colombia
4700,Mariano de la Llosa y Vizcarra,llosa,peru,5,1,4,1,0,2,2,1,1,vial,chile
4927,Miguel Escalada,escalada_(de_burgos),argentina,5,2,3,1,0,2,2,0,1,,uruguay
5097,Olinda Bozán,podestá,argentina,5,5,0,2,2,1,0,0,1,,uruguay
5192,Patricia Frayssinet,cano,peru,5,5,0,1,1,1,2,1,1,frayssinet,colombia
5472,Rafael Urdaneta,parís,venezuela,5,4,1,1,0,1,3,1,1,urdaneta,colombia
5974,Tomás José Sanabria y Meleán,toro_venezuela,venezuela,5,3,2,1,0,3,1,1,1,pueyrredón,argentina
6084,Vicente Saadi,saadi,argentina,5,5,0,1,0,2,2,1,1,zañartu,chile
186,Alberto Lleras Camargo,camargo,colombia,4,3,1,1,0,1,2,0,1,,chile
275,Alejandro Miró Quesada Garland,cisneros,peru,4,4,0,1,0,2,1,1,1,cisneros_venezuela,venezuela
414,Amelia Solar de Claro,claro_chile,chile,4,4,0,2,0,1,1,1,1,ortiz_basualdo,argentina
426,Aníbal Pinto,cruz_chile,chile,4,4,0,1,0,2,1,0,1,,argentina
534,Anselmo Sáenz Valiente,pueyrredón,argentina,4,2,2,1,0,2,1,1,1,borja,colombia
608,Antonio Podestá,podestá,argentina,4,4,0,1,1,2,0,0,1,,uruguay
1272,Constanza Nordenflycht,portales,peru,4,1,3,0,1,2,1,0,1,,chile
1274,Constanza Nordenflycht,portales,peru,4,1,3,0,1,2,1,0,1,,chile
1438,Diego Portales,portales,chile,4,2,2,1,1,1,1,0,1,,peru
1572,Eduardo Umaña Mendoza,umaña,colombia,4,3,1,1,0,1,2,1,1,chadwick,chile
1742,Enrique Solano López,lópez_carrillo,paraguay,4,3,1,1,0,2,1,0,1,,argentina
2467,Gianella Neyra,neyra,peru,4,3,1,1,1,1,1,0,1,,argentina
2746,Hugo Vaca Narvaja,vaca_narvaja,argentina,4,4,0,1,0,1,2,1,1,borrero,colombia
2754,Humberto Zurita,pinal_hidalgo,mexico,4,4,0,1,1,0,2,0,1,,argentina
2793,Ignacio Warnes,garcía_de_zúñiga,argentina,4,3,1,1,0,2,1,2,1,warnes,colombia
2820,Isaac Garza Garza,garza_sada,mexico,4,4,0,1,0,0,3,1,1,velasco_chile,chile
2946,Javiera Parra,parra_chile,chile,4,3,1,0,1,1,2,1,1,llosa,peru
3017,Joaquín Prieto Concha,warnes,chile,4,3,1,1,0,1,2,1,1,casas,colombia
3061,Jorge Batlle,batlle,uruguay,4,4,0,1,0,3,0,3,1,saavedra,argentina
3560,Juan Bautista de Lavalle,lavalle,peru,4,3,1,1,0,2,1,0,1,,argentina
3570,Juan Carlos Alsogaray,alsogaray,argentina,4,4,0,1,1,1,1,1,1,navia,colombia
3622,Juan Gómez Martínez,gómez_martínez,colombia,4,3,1,1,0,1,2,1,1,velasco_chile,chile
3677,Juan Manuel Abal Medina,abal_medina,argentina,4,2,2,1,0,2,1,1,1,galán,colombia
3737,Juan Samper Sordo,samper,argentina,4,1,3,1,0,1,2,0,1,,colombia
4085,Luis Calderón Vega,calderón_hinojosa,mexico,4,4,0,1,0,1,2,1,1,errázuriz,chile
4335,Manuel González Olaechea,gonzález-olaechea,peru,4,2,2,1,0,2,1,1,1,rojas,colombia
4515,María José Bello,walker_chile,chile,4,2,2,1,1,1,1,1,1,awada,argentina
4595,Marcelino Escalada Baldez,escalada_(de_burgos),uruguay,4,1,3,1,0,2,1,0,1,,argentina
4646,Mariana Carcelén,sucre,ecuador,4,1,3,1,0,2,1,0,1,,colombia
