url,nombre,pais,conecta_con
https://es.wikipedia.org/wiki/Antonio_Guti%C3%A9rrez_y_Galleguillos,Antonio Gutiérrez y Galleguillos,Chile,Perú
https://es.wikipedia.org/wiki/Manuel_Jos%C3%A9_Gandarillas,Manuel José Gandarillas,Chile,Argentina
https://es.wikipedia.org/wiki/Juan_Antonio_Garret%C3%B3n_Pibernat,Juan Antonio Garretón Pibernat,Chile,Perú
https://es.wikipedia.org/wiki/Federico_Garret%C3%B3n_Silva,Federico Garretón Silva,Chile,Perú
https://es.wikipedia.org/wiki/Jos%C3%A9_Antonio_Vidaurre,José Antonio Vidaurre,Chile,Perú
https://es.wikipedia.org/wiki/Cristi%C3%A1n_Mackenna,Cristián Mackenna,Chile,Argentina
https://es.wikipedia.org/wiki/Arturo_Yrarr%C3%A1zaval_Correa,Arturo Yrarrázaval Correa,Chile,Argentina
https://es.wikipedia.org/wiki/Carmen_Ib%C3%A1%C3%B1ez,Carmen Ibáñez,Chile,Argentina
https://es.wikipedia.org/wiki/Gonzalo_Men%C3%A9ndez,Gonzalo Menéndez,Chile,Perú
https://es.wikipedia.org/wiki/Gonzalo_Men%C3%A9ndez_Duque,Gonzalo Menéndez,Chile,Perú
https://es.wikipedia.org/wiki/Juan_Carlos_Bistoto,Juan Carlos Bistoto,Chile,Argentina
https://es.wikipedia.org/wiki/Nicol%C3%A1s_Monckeberg,Nicolás Monckeberg,Chile,Argentina
https://es.wikipedia.org/wiki/Sergio_Urrejola,Sergio Urrejola,Chile,Argentina
https://es.wikipedia.org/wiki/Alberto_Montt,Alberto Montt,Chile,Argentina
https://es.wikipedia.org/wiki/Jos%C3%A9_Esteban_de_Montt_Cabrera,José Esteban de Montt Cabrera,Chile,Perú
https://es.wikipedia.org/wiki/Manuel_Montt,Manuel Montt,Chile,Perú
https://es.wikipedia.org/wiki/Teresa_Wilms_Montt,Teresa Wilms Montt,Chile,Argentina
https://es.wikipedia.org/wiki/Francisco_A._Barroetave%C3%B1a,Francisco A. Barroetaveña,Chile,Argentina
https://es.wikipedia.org/wiki/C%C3%A9sar_de_Tezanos_Pinto,César de Tezanos Pinto,Chile,Argentina
https://es.wikipedia.org/wiki/David_de_Tezanos_Pinto,David de Tezanos Pinto,Chile,Argentina
https://es.wikipedia.org/wiki/Jorge_de_Tezanos_Pinto,Jorge de Tezanos Pinto,Chile,"Argentina, Perú"
https://es.wikipedia.org/wiki/Manuel_de_Tezanos_Pinto_%28pol%C3%ADtico%29,Manuel de Tezanos Pinto (político),Chile,Argentina
https://es.wikipedia.org/wiki/Serapio_de_Tezanos_Pinto,Serapio de Tezanos Pinto,Chile,Argentina
https://es.wikipedia.org/wiki/Karen_Gallardo,Karen Gallardo,Chile,Argentina
https://es.wikipedia.org/wiki/Jaime_Pinto,Jaime Pinto,Chile,Argentina
https://es.wikipedia.org/wiki/Jos%C3%A9_Miguel_Carrera_Fontecilla,José Miguel Carrera Fontecilla,Chile,Perú
https://es.wikipedia.org/wiki/Jos%C3%A9_de_Pi%C3%B1era_y_Lombera,José de Piñera y Lombera,Chile,Perú
https://es.wikipedia.org/wiki/Alonso_Mart%C3%ADn_de_Don_Benito,Alonso Martín de Don Benito,Chile,Perú
https://es.wikipedia.org/wiki/Nuestra_Se%C3%B1ora_de_la_Evangelizaci%C3%B3n,Nuestra Señora de la Evangelización,Chile,Perú
https://es.wikipedia.org/wiki/Juan_de_Orellana_Pizarro,Juan de Orellana Pizarro,Chile,Perú
https://es.wikipedia.org/wiki/Diego_Pizarro_del_Pozo_y_Clavijo_G%C3%A1lvez,Diego Pizarro del Pozo y Clavijo Gálvez,Chile,Perú
https://es.wikipedia.org/wiki/Francisco_Pizarro,Francisco Pizarro,Chile,Perú
https://es.wikipedia.org/wiki/Catalina_Su%C3%A1rez_Marcayda,Catalina Suárez Marcayda,Chile,México
https://es.wikipedia.org/wiki/Contarhuacho,Contarhuacho,Chile,Perú
https://es.wikipedia.org/wiki/Diego_Portales,Diego Portales,Chile,Perú
https://es.wikipedia.org/wiki/Constanza_Nordenflycht,Constanza Nordenflycht,Chile,Perú
https://es.wikipedia.org/wiki/Constanza_de_Nordenflycht,Constanza Nordenflycht,Chile,Perú
https://es.wikipedia.org/wiki/Felipe_Braun,Felipe Braun,Chile,México
https://es.wikipedia.org/wiki/Manuela_Warnes,Manuela Warnes,Chile,Argentina
https://es.wikipedia.org/wiki/Manuela_Warnes_y_Garc%C3%ADa_de_Z%C3%BA%C3%B1iga,Manuela Warnes,Chile,Argentina
https://es.wikipedia.org/wiki/Manuel_Antonio_Jos%C3%A9_Warnes,Manuel Antonio José Warnes,Chile,Argentina
https://es.wikipedia.org/wiki/Ana_Jacoba_Garc%C3%ADa_de_Z%C3%BA%C3%B1iga,Ana Jacoba García de Zúñiga,Chile,Argentina
https://es.wikipedia.org/wiki/Emilia_M%C3%A1rquez_de_la_Plata_Guzm%C3%A1n,Emilia Márquez de la Plata,Chile,Perú
https://es.wikipedia.org/wiki/Fernando_M%C3%A1rquez_de_la_Plata_Encalada,Fernando Márquez de la Plata Encalada,Chile,Perú
https://es.wikipedia.org/wiki/Jaime_Bayly,Jaime Bayly,Chile,Perú
https://es.wikipedia.org/wiki/Condado_de_Sierrabella,Condado de Sierrabella,Chile,Perú
https://es.wikipedia.org/wiki/Jos%C3%A9_de_Santiago_Concha,José de Santiago Concha,Chile,Perú
https://es.wikipedia.org/wiki/Jos%C3%A9_de_Santiago_Concha_y_Traslavi%C3%B1a,José de Santiago Concha y Traslaviña,Chile,Perú
https://es.wikipedia.org/wiki/Melchor_de_Santiago_Concha_y_Errazquin,Melchor de Santiago Concha y Errazquin,Chile,Perú
https://es.wikipedia.org/wiki/Silvia_N%C3%BA%C3%B1ez_del_Arco,Silvia Núñez del Arco,Chile,Perú
https://es.wikipedia.org/wiki/Benjam%C3%ADn_Subercaseaux,Benjamín Subercaseaux,Chile,Perú
https://es.wikipedia.org/wiki/Waldemar_M%C3%A9ndez,Waldemar Méndez,Chile,Argentina
https://es.wikipedia.org/wiki/Ram%C3%B3n_Sotomayor_Vald%C3%A9s,Ramón Sotomayor Valdés,Chile,México
https://es.wikipedia.org/wiki/Ignacio_de_la_Carrera_y_de_las_Cuevas,Ignacio de la Carrera y de las Cuevas,Chile,Perú
https://es.wikipedia.org/wiki/Diego_Jos%C3%A9_Benavente,Diego José Benavente,Chile,Argentina
https://es.wikipedia.org/wiki/Ignacio_de_la_Carrera,Ignacio de la Carrera y de las Cuevas,Chile,Perú
https://es.wikipedia.org/wiki/Bigote_Arrocet,Bigote Arrocet,Chile,Argentina
https://es.wikipedia.org/wiki/Familia_Vial,Familia Vial,Chile,Argentina
https://es.wikipedia.org/wiki/Carlos_Vial_Espantoso,Carlos Vial Espantoso,Chile,Perú
https://es.wikipedia.org/wiki/Manuel_Camilo_Vial,Manuel Camilo Vial,Chile,Perú
https://es.wikipedia.org/wiki/Francisco_Marambio,Francisco Marambio,Chile,Argentina
https://es.wikipedia.org/wiki/Juan_Casanova_Vicu%C3%B1a,Juan Casanova Vicuña,Chile,Argentina
https://es.wikipedia.org/wiki/Manuel_Rivas_Vicu%C3%B1a,Manuel Rivas Vicuña,Chile,Perú
https://es.wikipedia.org/wiki/Cecilia_Vicu%C3%B1a,Cecilia Vicuña,Chile,Argentina
https://es.wikipedia.org/wiki/Pablo_Vicu%C3%B1a,Pablo Vicuña,Chile,Argentina
https://es.wikipedia.org/wiki/Emiliano_Figueroa,Emiliano Figueroa,Chile,"Argentina, Perú"
https://es.wikipedia.org/wiki/Nicol%C3%A1s_Cabr%C3%A9,Nicolás Cabré,Chile,Argentina
https://es.wikipedia.org/wiki/Adolfo_Zald%C3%ADvar,Adolfo Zaldívar,Chile,Argentina
https://es.wikipedia.org/wiki/Alicia_Raquel_Hartridge,Alicia Raquel Hartridge,Chile,Argentina
https://es.wikipedia.org/wiki/Jos%C3%A9_Videla_Castillo,José Videla Castillo,Chile,Perú
https://es.wikipedia.org/wiki/Nicol%C3%A1s_Videla_del_Pino,Nicolás Videla del Pino,Chile,Argentina
https://es.wikipedia.org/wiki/Blas_Videla,Blas Videla,Chile,Argentina
https://es.wikipedia.org/wiki/Eufrasio_Videla,Eufrasio Videla,Chile,Argentina
https://es.wikipedia.org/wiki/Jacinto_Videla,Jacinto Videla,Chile,Argentina
https://es.wikipedia.org/wiki/Jorge_Rafael_Videla,Jorge Rafael Videla,Chile,Argentina
https://es.wikipedia.org/wiki/Juan_de_Dios_Videla,Juan de Dios Videla,Chile,Argentina
https://es.wikipedia.org/wiki/Luis_Videla,Luis Videla,Chile,Argentina
https://es.wikipedia.org/wiki/Mario_Videla,Mario Videla,Chile,Argentina
https://es.wikipedia.org/wiki/Ricardo_Videla,Ricardo Videla,Chile,Argentina
https://es.wikipedia.org/wiki/Horacio_Walker,Horacio Walker,Chile,Perú
https://es.wikipedia.org/wiki/Joaqu%C3%ADn_Walker_Mart%C3%ADnez,Joaquín Walker Martínez,Chile,Argentina
https://es.wikipedia.org/wiki/Jorge_Yarur_Banna,Jorge Yarur Banna,Chile,Perú
https://es.wikipedia.org/wiki/Patricio_Lynch,Patricio Lynch,Chile,"Argentina, Perú"
https://es.wikipedia.org/wiki/Adolfo_Zald%C3%ADvar_Larra%C3%ADn,Adolfo Zaldívar,Chile,Argentina
https://es.wikipedia.org/wiki/Pedro_Trujillo_Za%C3%B1artu,Pedro Trujillo Zañartu,Chile,Perú
https://es.wikipedia.org/wiki/Guillermo_Tupper,Guillermo Tupper,Chile,Argentina
https://es.wikipedia.org/wiki/Juana_Manuela_Gorriti,Juana Manuela Gorriti,Argentina,Perú
https://es.wikipedia.org/wiki/Gustavo_Mart%C3%ADnez_Zuvir%C3%ADa_%28hijo%29,Gustavo Martínez Zuviría (hijo),Argentina,Perú
https://es.wikipedia.org/wiki/Jos%C3%A9_Manuel_Astigueta_%28padre%29,José Manuel Astigueta (padre),Argentina,Perú
https://es.wikipedia.org/wiki/Mauricio_Macri,Mauricio Macri,Argentina,Perú
https://es.wikipedia.org/wiki/Mario_Brescia_Cafferata,Mario Brescia Cafferata,Argentina,Perú
https://es.wikipedia.org/wiki/Pedro_Brescia_Cafferata,Pedro Brescia Cafferata,Argentina,Perú
https://es.wikipedia.org/wiki/Ger%C3%B3nimo_Cafferata_Marazzi,Gerónimo Cafferata Marazzi,Argentina,Perú
https://es.wikipedia.org/wiki/Pedro_Cafferata,Pedro Cafferata,Argentina,Perú
https://es.wikipedia.org/wiki/Jos%C3%A9_Ildefonso_%C3%81lvarez_de_Arenales,José Ildefonso Álvarez de Arenales,Argentina,Perú
https://es.wikipedia.org/wiki/Jos%C3%A9_Evaristo_Uriburu_Tezanos_Pinto,José Evaristo Uriburu Tezanos Pinto,Argentina,Perú
https://es.wikipedia.org/wiki/Gisela_Ponce_de_Le%C3%B3n,Gisela Ponce de León,Argentina,Perú
https://es.wikipedia.org/wiki/Maricr%C3%ADs_Rubio,Maricrís Rubio,Argentina,Perú
https://es.wikipedia.org/wiki/Atala_Sarmiento,Atala Sarmiento,Argentina,México
https://es.wikipedia.org/wiki/Octavio_Campero_Echaz%C3%BA,Octavio Campero Echazú,Argentina,Chile
https://es.wikipedia.org/wiki/Mariano_Campero_y_Ugarte,Mariano Campero y Ugarte,Argentina,Perú
https://es.wikipedia.org/wiki/Juan_Jos%C3%A9_Gervasio_Fern%C3%A1ndez-Campero,Juan José Gervasio Fernández-Campero,Argentina,Perú
https://es.wikipedia.org/wiki/Marquesado_de_Yavi,Marquesado de Yavi,Argentina,Perú
https://es.wikipedia.org/wiki/Vicente_Francisco_del_Sol_y_Vey%C3%A1n,Vicente Francisco del Sol y Veyán,Argentina,Chile
https://es.wikipedia.org/wiki/Mart%C3%ADn_G%C3%BCemes_y_Puch,Martín Güemes y Puch,Argentina,Perú
https://es.wikipedia.org/wiki/Tatiana_Schlossberg,Tatiana Schlossberg,Argentina,Perú
https://es.wikipedia.org/wiki/Josefa_Dominga_Balcarce,Josefa Dominga Balcarce,Argentina,México
https://es.wikipedia.org/wiki/Jos%C3%A9_de_San_Mart%C3%ADn,José de San Martín,Argentina,Perú
https://es.wikipedia.org/wiki/Jos%C3%A9_Mar%C3%ADa_%C3%81lvarez_de_Toledo,José María Álvarez de Toledo,Argentina,Chile
https://es.wikipedia.org/wiki/Saturnino_Allende,Saturnino Allende,Argentina,Chile
https://es.wikipedia.org/wiki/Benita_Mart%C3%ADnez_Pastoriza,Benita Martínez Pastoriza de Sarmiento,Argentina,Chile
https://es.wikipedia.org/wiki/Ana_Faustina_Sarmiento,Ana Faustina Sarmiento,Argentina,Chile
https://es.wikipedia.org/wiki/Dominguito_Fidel_Sarmiento,Dominguito Fidel Sarmiento,Argentina,Chile
https://es.wikipedia.org/wiki/Manuel_Ocampo_Saman%C3%A9s,Manuel Ocampo Samanés,Argentina,Perú
https://es.wikipedia.org/wiki/Aldo_Cantoni,Aldo Cantoni,Argentina,Perú
https://es.wikipedia.org/wiki/Mariano_P%C3%ADo_Cornejo,Mariano Pío Cornejo,Argentina,Perú
https://es.wikipedia.org/wiki/Manuel_Augusto_Montes_de_Oca,Manuel Augusto Montes de Oca,Argentina,Chile
https://es.wikipedia.org/wiki/Manuel_Augusto_Montes_de_Oca_%28m%C3%A9dico%29,Manuel Augusto Montes de Oca (médico),Argentina,Chile
https://es.wikipedia.org/wiki/Ladislao_Guti%C3%A9rrez,Ladislao Gutiérrez,Argentina,Chile
https://es.wikipedia.org/wiki/Francisco_Xavier_de_Echag%C3%BCe,Francisco Xavier de Echagüe,Argentina,"Chile, Perú"
https://es.wikipedia.org/wiki/Jorge_Yoma,Jorge Yoma,Argentina,"Chile, México, Perú"
https://es.wikipedia.org/wiki/Cecilia_Bolocco,Cecilia Bolocco,Argentina,Chile
https://es.wikipedia.org/wiki/Rudecindo_Rojo,Rudecindo Rojo,Argentina,Chile
https://es.wikipedia.org/wiki/Blanca_Varela,Blanca Varela,Argentina,Perú
https://es.wikipedia.org/wiki/Enrique_Varela_Vidaurre,Enrique Varela Vidaurre,Argentina,Perú
https://es.wikipedia.org/wiki/Luis_Varela_y_Orbegoso,Luis Varela y Orbegoso,Argentina,Perú
https://es.wikipedia.org/wiki/Marcelino_Varela,Marcelino Varela,Argentina,"Chile, Perú"
https://es.wikipedia.org/wiki/Serafina_Quinteras,Serafina Quinteras,Argentina,Perú
https://es.wikipedia.org/wiki/Fernando_de_Szyszlo,Fernando de Szyszlo,Argentina,Perú
https://es.wikipedia.org/wiki/Guillermo_Billinghurst,Guillermo Billinghurst,Argentina,"Chile, Perú"
https://es.wikipedia.org/wiki/Jos%C3%A9_Francisco_de_San_Mart%C3%ADn,José de San Martín,Argentina,Perú
https://es.wikipedia.org/wiki/Carlos_Saavedra_Lamas,Carlos Saavedra Lamas,Argentina,"Chile, Perú"
https://es.wikipedia.org/wiki/Cornelio_Saavedra_Rodr%C3%ADguez,Cornelio Saavedra Rodríguez,Argentina,Chile
https://es.wikipedia.org/wiki/Alfredo_Barnechea,Alfredo Barnechea,Argentina,Perú
https://es.wikipedia.org/wiki/Hilda_Gadea,Hilda Gadea,Argentina,Perú
https://es.wikipedia.org/wiki/Bartolom%C3%A9_Mitre_Vedia,Bartolomé Mitre Vedia,Argentina,Perú
https://es.wikipedia.org/wiki/Jaime_D%C3%A1valos,Jaime Dávalos,Argentina,Perú
https://es.wikipedia.org/wiki/Juan_Jos%C3%A9_Gorriti,Juan José Gorriti,Argentina,Perú
https://es.wikipedia.org/wiki/Ra%C3%BAl_Pr%C3%A9bisch,Raúl Prébisch,Argentina,Chile
https://es.wikipedia.org/wiki/Hip%C3%B3lito_Francisco_de_Villegas,Hipólito Francisco de Villegas,Argentina,Chile
https://es.wikipedia.org/wiki/Jacinto_Mariano_de_Villegas,Jacinto Mariano de Villegas,Argentina,Perú
https://es.wikipedia.org/wiki/Miguel_Mariano_de_Villegas,Miguel Mariano de Villegas,Argentina,Chile
https://es.wikipedia.org/wiki/Miguel_Mariano_de_Villegas#Matrimonio_y_descendencia,Miguel Mariano de Villegas,Argentina,Chile
https://es.wikipedia.org/wiki/Tiburcio_Benegas,Tiburcio Benegas,Argentina,Chile
https://es.wikipedia.org/wiki/Manuel_Velarde_Dellepiane,Manuel Velarde Dellepiane,Argentina,Perú
https://es.wikipedia.org/wiki/Manuel_Velarde_Asp%C3%ADllaga,Manuel Velarde Aspíllaga,Argentina,Perú
https://es.wikipedia.org/wiki/Marcelo_Bielsa,Marcelo Bielsa,Argentina,Chile
https://es.wikipedia.org/wiki/Rafael_Bielsa_%28pol%C3%ADtico%29,Rafael Bielsa (político),Argentina,Chile
https://es.wikipedia.org/wiki/Delia_del_Carril,Delia del Carril,Argentina,Chile
https://es.wikipedia.org/wiki/Pablo_Neruda,Pablo Neruda,Argentina,Chile
https://es.wikipedia.org/wiki/Mar%C3%ADa_Antonia_Hagenaar_Vogelzang,Maria Antonia Hagenaar,Argentina,Chile
https://es.wikipedia.org/wiki/Matilde_Urrutia,Matilde Urrutia,Argentina,Chile
https://es.wikipedia.org/wiki/Carlos_Torcuato_de_Alvear,Carlos Torcuato de Alvear,Argentina,Perú
https://es.wikipedia.org/wiki/Tom%C3%A1s_Godoy_Cruz,Tomás Godoy Cruz,Argentina,Chile
https://es.wikipedia.org/wiki/Juan_Jos%C3%A9_Godoy,Juan José Godoy,Argentina,Chile
https://es.wikipedia.org/wiki/Ruperto_Eduardo_Godoy,Ruperto Eduardo Godoy,Argentina,Chile
https://es.wikipedia.org/wiki/Carlos_Juan_Rodr%C3%ADguez,Carlos Juan Rodríguez,Argentina,Chile
https://es.wikipedia.org/wiki/Victorio_Garc%C3%ADa_de_Z%C3%BA%C3%B1iga,Victorio García de Zúñiga,Argentina,Chile
https://es.wikipedia.org/wiki/Ana_de_Azcu%C3%A9naga_de_Olaguer_Feli%C3%BA,Ana de Azcuénaga de Olaguer Feliú,Argentina,Perú
https://es.wikipedia.org/wiki/Manuel_Joaqu%C3%ADn_de_Valdivieso,Manuel Joaquín de Valdivieso,Argentina,Chile
https://es.wikipedia.org/wiki/Manuel_de_la_Puente_y_Lavalle,Manuel de la Puente y Lavalle,Argentina,Perú
https://es.wikipedia.org/wiki/Susana_de_la_Puente_Wiese,Susana de la Puente Wiese,Argentina,Perú
https://es.wikipedia.org/wiki/Luis_Duncker_Lavalle,Luis Duncker Lavalle,Argentina,Perú
https://es.wikipedia.org/wiki/Hernando_de_Lavalle,Hernando de Lavalle,Argentina,Perú
https://es.wikipedia.org/wiki/Alberto_%C3%8Dsola,Alberto Ísola,Argentina,Perú
https://es.wikipedia.org/wiki/Jos%C3%A9_Antonio_de_Lavalle,José Antonio de Lavalle,Argentina,"Chile, Perú"
https://es.wikipedia.org/wiki/Jos%C3%A9_Antonio_de_Lavalle_y_Garc%C3%ADa,José Antonio de Lavalle y García,Argentina,Perú
https://es.wikipedia.org/wiki/Jos%C3%A9_Antonio_de_Lavalle_y_Pardo,José Antonio de Lavalle y Pardo,Argentina,Perú
https://es.wikipedia.org/wiki/Juan_Bautista_de_Lavalle,Juan Bautista de Lavalle,Argentina,Perú
https://es.wikipedia.org/wiki/Juan_Bautista_de_Lavalle_y_Garc%C3%ADa,Juan Bautista de Lavalle y García,Argentina,Perú
https://es.wikipedia.org/wiki/Jos%C3%A9_Antonio_de_Lavalle_y_Cort%C3%A9s,José Antonio de Lavalle y Cortés,Argentina,Perú
https://es.wikipedia.org/wiki/Hernando_de_Lavalle_y_Garc%C3%ADa,Hernando de Lavalle y García,Argentina,Perú
https://es.wikipedia.org/wiki/Jos%C3%A9_Casimiro_de_Lavalle_y_Zugasti,José Casimiro de Lavalle y Zugasti,Argentina,Perú
https://es.wikipedia.org/wiki/Ricardo_Lavalle_%28pol%C3%ADtico%29,Ricardo Lavalle (político),Argentina,Chile
https://es.wikipedia.org/wiki/Juan_Pardo_Heeren,Juan Pardo Heeren,Argentina,Perú
https://es.wikipedia.org/wiki/Jos%C3%A9_Pardo_y_Barreda,José Pardo y Barreda,Argentina,Perú
https://es.wikipedia.org/wiki/Manuel_Pardo_y_Lavalle,Manuel Pardo y Lavalle,Argentina,Perú
https://es.wikipedia.org/wiki/Fernando_Villar%C3%A1n_de_la_Puente,Fernando Villarán de la Puente,Argentina,Perú
https://es.wikipedia.org/wiki/Susana_Villar%C3%A1n,Susana Villarán,Argentina,Perú
https://es.wikipedia.org/wiki/Augusto_Wiese_de_Osma,Augusto Wiese de Osma,Argentina,Perú
https://es.wikipedia.org/wiki/Guillermo_Wiese_de_Osma,Guillermo Wiese de Osma,Argentina,Perú
https://es.wikipedia.org/wiki/Augusto_Wiese_Eslava,Augusto Wiese Eslava,Argentina,Perú
https://es.wikipedia.org/wiki/Andr%C3%A9s_Wiese,Andrés Wiese,Argentina,Perú
https://es.wikipedia.org/wiki/Gonzalo_de_la_Puente_y_Lavalle,Gonzalo de la Puente y Lavalle,Argentina,Perú
https://es.wikipedia.org/wiki/Felipe_Pardo_y_Aliaga,Felipe Pardo y Aliaga,Argentina,Perú
https://es.wikipedia.org/wiki/Felipe_Pardo_y_Barreda,Felipe Pardo y Barreda,Argentina,Perú
https://es.wikipedia.org/wiki/Juan_Pardo_y_Barreda,Juan Pardo y Barreda,Argentina,Perú
https://es.wikipedia.org/wiki/Manuel_Piqueras_Luna,Manuel Piqueras Luna,Argentina,Perú
https://es.wikipedia.org/wiki/Ver%C3%B3nica_Wiese,Verónica Wiese,Argentina,Perú
